Number,Name,Type 1,Type 2,Abilities,HP,Att,Def,Spa,Spd,Spe,BST,Mean,Standard Deviation,Generation,Experience type,Experience to level 100,Final Evolution,Catch Rate,Legendary,Mega Evolution,Alolan Form,Galarian Form,Against Normal,Against Fire,Against Water,Against Electric,Against Grass,Against Ice,Against Fighting,Against Poison,Against Ground,Against Flying,Against Psychic,Against Bug,Against Rock,Against Ghost,Against Dragon,Against Dark,Against Steel,Against Fairy,Height,Weight,BMI
276,Taillow,노말,비행,"['Guts', 'Scrappy']",40,55,30,30,30,85,270,45.0,20.0,3.0,Medium Slow,1059860,0.0,200,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0.3,2.3,25.6
277,Swellow,노말,비행,"['Guts', 'Scrappy']",60,85,60,75,50,125,455,75.83333333333333,24.73470346609305,3.0,Medium Slow,1059860,1.0,45,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0.7,19.8,40.4
278,Wingull,물,비행,"['Hydration', 'Keen Eye', 'Rain Dish']",40,30,30,55,30,85,270,45.0,20.0,3.0,Medium Fast,1000000,0.0,190,0.0,0.0,0.0,0.0,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,0.6,9.5,26.4
279,Pelipper,물,비행,"['Drizzle', 'Keen Eye', 'Rain Dish']",60,50,100,95,70,65,440,73.33333333333333,18.18118685772619,3.0,Medium Fast,1000000,1.0,45,0.0,0.0,0.0,0.0,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.2,28.0,19.4
280,Ralts,에스퍼,페어리,"['Synchronize', 'Telepathy', 'Trace']",28,25,25,45,35,40,198,33.0,7.637626158259733,3.0,Slow,1250000,0.0,235,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0,0.4,6.6,41.3
281,Kirlia,에스퍼,페어리,"['Synchronize', 'Telepathy', 'Trace']",38,35,35,65,55,50,278,46.333333333333336,11.279282877125754,3.0,Slow,1250000,0.0,120,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0,0.8,20.2,31.6
282,Gardevoir,에스퍼,페어리,"['Synchronize', 'Telepathy', 'Trace']",68,65,65,125,115,80,518,86.33333333333333,24.506235034283737,3.0,Slow,1250000,1.0,45,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0,1.6,48.4,18.9
282,Mega Gardevoir,에스퍼,페어리,['Pixilate'],68,85,65,165,135,100,618,103.0,36.21693894666785,6.0,Slow,1250000,1.0,45,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0,1.6,48.4,18.9
283,Surskit,벌레,물,"['Rain Dish', 'Swift Swim']",40,30,32,50,52,65,269,44.833333333333336,12.198588260760156,3.0,Medium Fast,1000000,0.0,200,0.0,0.0,0.0,0.0,1.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,0.5,1.7,6.8
284,Masquerain,벌레,비행,"['Intimidate', 'Unnerve']",70,60,62,100,82,80,454,75.66666666666667,13.634107557478377,3.0,Medium Fast,1000000,1.0,75,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0,0.8,3.6,5.6
285,Shroomish,풀,,"['Effect Spore', 'Poison Heal', 'Quick Feet']",60,40,60,40,60,35,295,49.16666666666666,10.96078869830492,3.0,Fluctuating,1640000,0.0,255,0.0,0.0,0.0,0.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,4.5,28.1
286,Breloom,풀,격투,"['Effect Spore', 'Poison Heal', 'Technician']",60,130,80,60,60,70,460,76.66666666666667,24.94438257849294,3.0,Fluctuating,1640000,1.0,90,0.0,0.0,0.0,0.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,4.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.2,39.2,27.2
287,Slakoth,노말,,['Truant'],60,60,60,35,35,30,280,46.66666666666666,13.43709624716425,3.0,Slow,1250000,0.0,255,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.8,24.0,37.5
288,Vigoroth,노말,,['Vital Spirit'],80,80,80,55,55,90,440,73.33333333333333,13.43709624716425,3.0,Slow,1250000,0.0,120,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.4,46.5,23.7
289,Slaking,노말,,['Truant'],150,160,100,95,65,100,670,111.66666666666669,32.99831645537222,3.0,Slow,1250000,1.0,45,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,130.5,32.6
290,Nincada,벌레,땅,['Run Away'],31,45,90,30,30,40,266,44.333333333333336,21.18699810942761,3.0,Erratic,600000,0.0,255,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,5.5,22.0
291,Ninjask,벌레,비행,"['Infiltrator', 'Speed Boost']",61,90,45,50,50,160,456,76.0,40.39389392800187,3.0,Erratic,600000,1.0,120,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0,0.8,12.0,18.8
292,Shedinja,벌레,고스트,['Wonder Guard'],1,90,45,30,30,40,236,39.333333333333336,26.59365003571759,3.0,Erratic,600000,1.0,45,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.5,1.0,0.0,0.5,0.5,2.0,1.0,0.5,2.0,2.0,1.0,2.0,1.0,1.0,0.8,1.2,1.9
293,Whismur,노말,,"['Rattled', 'Soundproof']",64,51,23,51,23,28,240,40.0,16.02081978759722,3.0,Medium Slow,1059860,0.0,190,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.6,16.3,45.3
294,Loudred,노말,,"['Scrappy', 'Soundproof']",84,71,43,71,43,48,360,60.0,16.02081978759722,3.0,Medium Slow,1059860,0.0,120,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,40.5,40.5
295,Exploud,노말,,"['Scrappy', 'Soundproof']",104,91,63,91,73,68,490,81.66666666666667,14.624940645653538,3.0,Medium Slow,1059860,1.0,45,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.5,84.0,37.3
296,Makuhita,격투,,"['Guts', 'Sheer Force', 'Thick Fat']",72,60,30,20,30,25,237,39.5,19.354155453889827,3.0,Fluctuating,1640000,0.0,180,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,1.0,86.4,86.4
297,Hariyama,격투,,"['Guts', 'Sheer Force', 'Thick Fat']",144,120,60,40,60,50,474,79.0,38.708310907779655,3.0,Fluctuating,1640000,1.0,200,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,2.3,253.8,48.0
298,Azurill,노말,페어리,"['Huge Power', 'Sap Sipper', 'Thick Fat']",50,20,40,20,40,20,190,31.666666666666668,12.133516482134198,3.0,Fast,800000,0.0,150,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,0.0,0.0,0.5,2.0,1.0,0.2,2.0,50.0
299,Nosepass,바위,,"['Magnet Pull', 'Sand Force', 'Sturdy']",30,45,135,45,90,30,375,62.5,38.16084380618437,3.0,Medium Fast,1000000,0.0,255,0.0,0.0,0.0,0.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,97.0,97.0
300,Skitty,노말,,"['Cute Charm', 'Normalize', 'Wonder Skin']",50,45,45,35,35,50,260,43.333333333333336,6.236095644623235,3.0,Fast,800000,0.0,255,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.6,11.0,30.6
301,Delcatty,노말,,"['Cute Charm', 'Normalize', 'Wonder Skin']",70,65,65,55,55,90,400,66.66666666666667,11.785113019775793,3.0,Fast,800000,1.0,60,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.1,32.6,26.9
302,Sableye,악,고스트,"['Keen Eye', 'Prankster', 'Stall']",50,75,75,65,65,50,380,63.333333333333336,10.274023338281626,3.0,Medium Slow,1059860,1.0,45,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,11.0,44.0
302,Mega Sableye,악,고스트,['Magic Bounce'],50,85,125,85,115,20,480,80.0,36.05551275463989,6.0,Medium Slow,1059860,1.0,45,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,161.0,644.0
303,Mawile,강철,페어리,"['Hyper Cutter', 'Intimidate', 'Sheer Force']",50,85,85,55,55,50,380,63.333333333333336,15.456030825826172,3.0,Fast,800000,1.0,45,0.0,0.0,0.0,0.0,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.5,0.25,0.5,1.0,0.0,0.5,1.0,0.5,0.6,11.5,31.9
303,Mega Mawile,강철,페어리,['Huge Power'],50,105,125,55,95,50,480,80.0,29.720924166878344,6.0,Fast,800000,1.0,45,0.0,1.0,0.0,0.0,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.5,0.25,0.5,1.0,0.0,0.5,1.0,0.5,1.0,23.5,23.5
304,Aron,강철,바위,"['Heavy Metal', 'Rock Head', 'Sturdy']",50,70,100,40,40,30,330,55.0,23.62907813126304,3.0,Slow,1250000,0.0,180,0.0,0.0,0.0,0.0,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5,0.4,60.0,375.0
305,Lairon,강철,바위,"['Heavy Metal', 'Rock Head', 'Sturdy']",60,90,140,50,50,40,430,71.66666666666667,34.35921354681384,3.0,Slow,1250000,0.0,90,0.0,0.0,0.0,0.0,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5,0.9,120.0,148.1
306,Aggron,강철,바위,"['Heavy Metal', 'Rock Head', 'Sturdy']",70,110,180,60,60,50,530,88.33333333333333,45.24623986832742,3.0,Slow,1250000,1.0,45,0.0,0.0,0.0,0.0,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5,2.1,360.0,81.6
306,Mega Aggron,강철,,['Filter'],70,140,230,60,80,50,630,105.0,62.915286960589576,6.0,Slow,1250000,1.0,45,0.0,1.0,0.0,0.0,0.5,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5,2.2,395.0,81.6
307,Meditite,격투,에스퍼,"['Pure Power', 'Telepathy']",30,40,55,40,55,60,280,46.66666666666666,10.671873729054749,3.0,Medium Fast,1000000,0.0,180,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,0.6,11.2,31.1
308,Medicham,격투,에스퍼,"['Pure Power', 'Telepathy']",60,60,75,60,75,80,410,68.33333333333333,8.498365855987975,3.0,Medium Fast,1000000,1.0,90,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.3,31.5,18.6
308,Mega Medicham,격투,에스퍼,['Pure Power'],60,100,85,80,85,100,510,85.0,13.5400640077266,6.0,Medium Fast,1000000,1.0,90,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.3,31.5,18.6
309,Electrike,전기,,"['Lightning Rod', 'Minus', 'Static']",40,45,40,65,40,65,295,49.16666666666666,11.334558757279536,3.0,Slow,1250000,0.0,120,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.6,15.2,42.2
310,Manectric,전기,,"['Lightning Rod', 'Minus', 'Static']",70,75,60,105,60,105,475,79.16666666666667,19.02118701752221,3.0,Slow,1250000,1.0,45,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.5,40.2,17.9
310,Mega Manectric,전기,,['Intimidate'],70,75,80,135,80,135,575,95.83333333333331,27.901115071305345,6.0,Slow,1250000,1.0,45,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.8,44.0,13.6
311,Plusle,전기,,"['Lightning Rod', 'Plus']",60,50,40,85,75,95,405,67.5,19.311050377094112,3.0,Medium Fast,1000000,1.0,200,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.4,4.2,26.3
312,Minun,전기,,"['Minus', 'Volt Absorb']",60,40,50,75,85,95,405,67.5,19.311050377094112,3.0,Medium Fast,1000000,1.0,200,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.4,4.2,26.3
313,Volbeat,벌레,,"['Illuminate', 'Prankster', 'Swarm']",65,73,75,47,85,85,430,71.66666666666667,13.046923860520618,3.0,Erratic,600000,1.0,150,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.7,17.7,36.1
314,Illumise,벌레,,"['Oblivious', 'Prankster', 'Tinted Lens']",65,47,75,73,85,85,430,71.66666666666667,13.046923860520618,3.0,Fluctuating,1640000,1.0,150,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.6,17.7,49.2
315,Roselia,풀,독,"['Leaf Guard', 'Natural Cure', 'Poison Point']",50,60,45,100,80,65,400,66.66666666666667,18.63389981249825,3.0,Medium Slow,1059860,0.0,150,0.0,0.0,0.0,0.0,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.3,2.0,22.2
316,Gulpin,독,,"['Gluttony', 'Liquid Ooze', 'Sticky Hold']",70,43,53,43,53,40,302,50.333333333333336,10.126971687308874,3.0,Fluctuating,1640000,0.0,225,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,0.4,10.3,64.4
317,Swalot,독,,"['Gluttony', 'Liquid Ooze', 'Sticky Hold']",100,73,83,73,83,55,467,77.83333333333333,13.618818679394414,3.0,Fluctuating,1640000,1.0,75,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,1.7,80.0,27.7
318,Carvanha,물,악,"['Rough Skin', 'Speed Boost']",45,90,20,65,20,65,305,50.833333333333336,25.399584423546948,3.0,Slow,1250000,0.0,225,0.0,0.0,0.0,0.0,1.0,0.5,0.5,2.0,2.0,0.5,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,0.5,2.0,0.8,20.8,32.5
319,Sharpedo,물,악,"['Rough Skin', 'Speed Boost']",70,120,40,95,40,95,460,76.66666666666667,29.674156357941424,3.0,Slow,1250000,1.0,60,0.0,0.0,0.0,0.0,1.0,0.5,0.5,2.0,2.0,0.5,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,0.5,2.0,1.8,88.8,27.4
319,Mega Sharpedo,물,악,['Strong Jaw'],70,140,70,110,65,105,560,93.33333333333331,27.335365778094545,6.0,Slow,1250000,1.0,60,0.0,1.0,0.0,0.0,1.0,0.5,0.5,2.0,2.0,0.5,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,0.5,2.0,2.5,130.3,20.8
320,Wailmer,물,,"['Oblivious', 'Pressure', 'Water Veil']",130,70,35,70,35,60,400,66.66666666666667,31.84162195757133,3.0,Fluctuating,1640000,0.0,125,0.0,0.0,0.0,0.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,2.0,130.0,32.5
321,Wailord,물,,"['Oblivious', 'Pressure', 'Water Veil']",170,90,45,90,45,60,500,83.33333333333333,42.97932319409209,3.0,Fluctuating,1640000,1.0,60,0.0,0.0,0.0,0.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,14.5,398.0,1.9
322,Numel,불꽃,땅,"['Oblivious', 'Own Tempo', 'Simple']",60,60,40,65,45,35,305,50.833333333333336,11.334558757279536,3.0,Medium Fast,1000000,0.0,255,0.0,0.0,0.0,0.0,1.0,0.5,4.0,0.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0.7,24.0,49.0
323,Camerupt,불꽃,땅,"['Anger Point', 'Magma Armor', 'Solid Rock']",70,100,70,105,75,40,460,76.66666666666667,21.53807997220014,3.0,Medium Fast,1000000,1.0,150,0.0,0.0,0.0,0.0,1.0,0.5,4.0,0.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,1.9,220.0,60.9
323,Mega Camerupt,불꽃,땅,['Sheer Force'],70,120,100,145,105,20,560,93.33333333333331,39.75620147292188,6.0,Medium Fast,1000000,1.0,150,0.0,1.0,0.0,0.0,1.0,0.5,4.0,0.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,2.5,320.5,51.3
324,Torkoal,불꽃,,"['Drought', 'Shell Armor', 'White Smoke']",70,85,140,85,70,20,470,78.33333333333333,35.19785346990479,3.0,Medium Fast,1000000,1.0,90,0.0,0.0,0.0,0.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,0.5,80.4,321.6
325,Spoink,에스퍼,,"['Gluttony', 'Own Tempo', 'Thick Fat']",60,25,35,70,80,60,330,55.0,19.14854215512676,3.0,Fast,800000,0.0,255,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.7,30.6,62.4
326,Grumpig,에스퍼,,"['Gluttony', 'Own Tempo', 'Thick Fat']",80,45,65,90,110,80,470,78.33333333333333,20.13840995599095,3.0,Fast,800000,1.0,60,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.9,71.5,88.3
327,Spinda,노말,,"['Contrary', 'Own Tempo', 'Tangled Feet']",60,60,60,60,60,60,360,60.0,0.0,3.0,Fast,800000,1.0,255,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.1,5.0,4.1
328,Trapinch,땅,,"['Arena Trap', 'Hyper Cutter', 'Sheer Force']",45,100,45,45,45,10,290,48.333333333333336,26.40496586292476,3.0,Medium Slow,1059860,0.0,255,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.7,15.0,30.6
329,Vibrava,땅,드래곤,['Levitate'],50,70,50,50,50,70,340,56.66666666666666,9.428090415820632,3.0,Medium Slow,1059860,0.0,120,0.0,0.0,0.0,0.0,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0,1.1,15.3,12.6
330,Flygon,땅,드래곤,['Levitate'],80,100,80,80,80,100,520,86.66666666666667,9.428090415820634,3.0,Medium Slow,1059860,1.0,45,0.0,0.0,0.0,0.0,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0,2.0,82.0,20.5
331,Cacnea,풀,,"['Sand Veil', 'Water Absorb']",50,85,40,85,40,35,335,55.833333333333336,21.09831483528693,3.0,Medium Slow,1059860,0.0,190,0.0,0.0,0.0,0.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,51.3,320.6
332,Cacturne,풀,악,"['Sand Veil', 'Water Absorb']",70,115,60,115,60,55,475,79.16666666666667,25.72558173405522,3.0,Medium Slow,1059860,1.0,60,0.0,0.0,0.0,0.0,1.0,2.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,2.0,0.0,4.0,1.0,0.5,1.0,0.5,1.0,2.0,1.3,77.4,45.8
333,Swablu,노말,비행,"['Cloud Nine', 'Natural Cure']",45,40,60,40,75,50,310,51.66666666666666,12.47219128924647,3.0,Erratic,600000,0.0,255,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0.4,1.2,7.5
334,Altaria,드래곤,비행,"['Cloud Nine', 'Natural Cure']",75,70,90,70,105,80,490,81.66666666666667,12.47219128924647,3.0,Erratic,600000,1.0,45,0.0,0.0,0.0,0.0,1.0,0.5,0.5,1.0,0.25,4.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0,1.1,20.6,17.0
334,Mega Altaria,드래곤,페어리,['Pixilate'],75,110,110,110,105,80,590,98.33333333333331,14.907119849998598,6.0,Erratic,600000,1.0,45,0.0,1.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,2.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,2.0,1.5,20.6,9.2
335,Zangoose,노말,,"['Immunity', 'Toxic Boost']",73,115,60,60,60,90,458,76.33333333333333,20.385179801894207,3.0,Erratic,600000,1.0,90,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.3,40.3,23.8
336,Seviper,독,,"['Infiltrator', 'Shed Skin']",73,100,60,100,60,65,458,76.33333333333333,17.288403306519918,3.0,Fluctuating,1640000,1.0,90,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,2.7,52.5,7.2
337,Lunatone,바위,에스퍼,['Levitate'],90,55,65,95,85,70,460,76.66666666666667,14.337208778404378,3.0,Fast,800000,1.0,45,0.0,0.0,0.0,0.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,0.5,2.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,168.0,168.0
338,Solrock,바위,에스퍼,['Levitate'],90,95,85,55,65,70,460,76.66666666666667,14.337208778404378,3.0,Fast,800000,1.0,45,0.0,0.0,0.0,0.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,0.5,2.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.2,154.0,106.9
339,Barboach,물,땅,"['Anticipation', 'Hydration', 'Oblivious']",50,48,43,46,41,60,288,48.0,6.137317546507322,3.0,Medium Fast,1000000,0.0,190,0.0,0.0,0.0,0.0,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.4,1.9,11.9
340,Whiscash,물,땅,"['Anticipation', 'Hydration', 'Oblivious']",110,78,73,76,71,60,468,78.0,15.416441439796236,3.0,Medium Fast,1000000,1.0,75,0.0,0.0,0.0,0.0,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.9,23.6,29.1
341,Corphish,물,,"['Adaptability', 'Hyper Cutter', 'Shell Armor']",43,80,65,50,35,35,308,51.333333333333336,16.397831834998456,3.0,Fluctuating,1640000,0.0,205,0.0,0.0,0.0,0.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.6,11.5,31.9
